Date ,County ,Unecomployment Rate,Unempolyment Number ,CalFresh Households,CalFresh Persons ,Warn Employees,Under $75000
2015,San Bernardino ,6.45,59200,2163346,4815532,1748,402616
2015,San Diego ,5.208333333,80525,1711776,3494070,6570,617969
2015,San Francisco ,3.65,19725,407961,624507,3626,166395
2015,San Joaquin ,8.883333333,27941.66667,635820,1456003,1410,142658
2015,San Luis Obispo ,4.733333333,6566.666667,120386,223174,0,61018
2015,San Mateo ,3.416666667,14833.33333,194254,381631,32,105625
2015,Santa Barbara ,5.283333333,11491.66667,208528,447721,1689,81262
2015,Santa Clara ,4.141666667,42000,663222,1329302,0,249075
2015,Santa Cruz ,7.5,10725,166144,312077,1914,52042
2015,Shasta ,7.758333333,5741.666667,156162,300742,0,50886
2015,Sierra ,8.758333333,119.1666667,2058,3750,5213,850
2015,Siskiyou ,9.375,1675.833333,39319,84637,207,15318
2015,Solano ,6.116666667,12533.33333,274847,527321,113,78783
2015,Sonoma ,4.483333333,11550,240507,431564,124,106346
2015,Stanislaus ,9.483333333,22858.33333,518818,1106135,137,116339
2015,Sutter ,10.70833333,4791.666667,68322,158069,616,21512
2015,Tehama ,7.916666667,1978.333333,57250,125047,0,17993
2015,Trinity ,7.8,400,12243,21987,0,4294
2015,Tulare ,11.63333333,23483.33333,635567,1497311,132,99337
2015,Tuolumne ,7.041666667,1517.5,37618,67034,18,15489
2015,Ventura ,5.633333333,24116.66667,448592,909040,890,130093
2015,Yolo ,6.466666667,6716.666667,123452,248845,320,44337
2015,Yuba ,9.3,2566.666667,75007,163089,0,18298
2016,Alameda ,4.3,35691.66667,726026,1393239,2726,267416
2016,Alpine ,6.55,38.33333333,1103,1806,0,223
2016,Amador ,5.95,864.1666667,21118,40026,109,9336
2016,Butte ,6.608333333,6716.666667,203694,384777,0,61225
2016,Calaveras ,5.658333333,1179.166667,33745,62242,0,11125
2016,Colusa ,15.58333333,1696.666667,7528,17132,0,4660
2016,Contra Costa ,4.466666667,24741.66667,408477,815239,1115,176669
2016,Del Norte ,7.525,735.8333333,31272,63811,202,7105
2016,El Dorado ,5.141666667,4575,86102,153273,3009,34742
2016,Fresno ,9.483333333,42225,1216569,2815734,0,210300
2016,Glenn ,8.316666667,1079.166667,18656,43384,125,7496
2016,Humboldt ,4.941666667,3075,150201,254594,0,40257
2016,Imperial ,24.11666667,18133.33333,210095,513744,0,33096
2016,Inyo ,5.275,469.1666667,12676,24559,1024,5458
2016,Kern ,10.39166667,40283.33333,847593,1970876,92,177469
2016,Kings ,9.958333333,5700,129834,295870,0,29513
2016,Lake ,6.725,1951.666667,79337,149790,282,20212
2016,Lassen ,6.925,717.5,18830,37792,13276,6543
2016,Los Angeles ,5.25,264608.3333,6707066,13419709,189,1985015
2016,Madera ,9.241666667,5633.333333,144214,351064,243,31085
2016,Marin ,3.291666667,4583.333333,74951,123650,1718,40909
2016,Mariposa ,6.891666667,519.1666667,13084,24158,0,5144
2016,Mendocino ,5.275,2090,80502,151730,104,25549
2016,Merced ,10.575,12091.66667,294202,679917,0,57267
2016,Modoc ,7.866666667,256.6666667,6196,13018,370,2893
2016,Mono ,5.383333333,448.3333333,5432,9529,369,3084
2016,Monterey ,7.741666667,16750,272555,603915,253,75482
2016,Napa ,4.291666667,3116.666667,42561,87291,7564,24816
2016,Nevada ,4.783333333,2303.333333,52160,91926,0,24902
2016,Orange ,4.041666667,64541.66667,1478188,3037742,0,489951
2016,Placer ,4.491666667,8050,111435,211507,972,66595
2016,Plumas ,9.833333333,764.1666667,13918,25586,122,5825
2016,Riverside ,6.125,64250,1548122,3451713,1855,435825
2016,Sacramento ,5.4,37508.33333,1229272,2568688,63,325862
2016,San Benito ,6.666666667,2025,30526,67438,564,8815
2016,San Bernardino ,5.775,53700,2141937,4687079,4633,399402
2016,San Diego ,4.716666667,73858.33333,1704070,3437846,2711,606764
2016,San Francisco ,3.275,18300,418524,634423,3440,158641
2016,San Joaquin ,8.133333333,25866.66667,620002,1394444,712,140894
2016,San Luis Obispo ,4.325,6041.666667,119498,217689,0,59574
2016,San Mateo ,3.05,13483.33333,181774,352905,230,100395
2016,Santa Barbara ,5.066666667,10891.66667,222875,463802,1291,80049
2016,Santa Clara ,3.783333333,38775,632756,1243408,0,239676
